,created_at,login,name,type,company,location,contributions,public_repos,followers,following
456,2015,liucing,liucong,User,,,,13,7,72
457,2015,wfsly,Jax Wang,User,,,,19,4,66
458,2017,yywecanwin,,User,,,,4,1,3
459,2016,zzc-master,,User,,,,0,0,9
460,2016,charismafight,Lee,User,champion,Hubei.Wuhan,,40,2,10
461,2012,Abefocuson,Ridden,User,,,,25,1,52
462,2016,yuyilei,Yilei,User,CCNU@Muxi-Studio,WuHan,,44,103,95
463,2015,luohuaDev,Stefan,User,,,,11,4,105
464,2015,zhang-yuyan,,User,,,,2,2,1
465,2016,hammedalao,Hammed Alao,User,,Nigeria,,6,0,2
466,2012,YY030913,YY030913,User,,,,592,10,149
467,2014,stevenlfg,stevenlfg,User,ZM,"Shanghai,China",,26,21,232
468,2016,fyl1994,"Edison,Feng",User,No company,HaiLaEr,,6,9,30
469,2017,sabersword,Yan Peiquan,User,,"GZ,CHINA",,15,1,2
470,2016,Enjay-wang,Q~~~~~~,User,,,,3,0,7
471,2013,sakuya9t,,User,,,,26,2,6
472,2015,newcoderzhang,,User,,,,279,7,36
473,2014,Edison6351,你大爷,User,,中国 北京 朝阳,,65,3,19
474,2016,cleverbao,Bao,User,,,,5,19,76
475,2016,nancybaby002,nancybaby002,User,UESTC,"China,Shandong,Jinan",,19,6,9
476,2011,tuyendv2,Tuyen Dinh,User,,Viet Nam,,17,14,121
477,2016,canglangdahai,沧浪大海,User,,Wuhan,,2,0,4
478,2017,xdql,,User,,,,10,0,3
479,2012,maytrue,guowei,User,Immomo,Beijing,,122,10,78
480,2013,gujiangbo,,User,,,,13,6,117
481,2017,cbhcbhcbh,,User,,,,4,1,14
482,2011,keefo,Xu Lian,User,http://www.beyondcow.com/,Vancouver,,106,376,83
483,2015,cooldo,,User,,,,2,2,7
484,2017,NeverSayFuck,sniper-lee,User,,,,1,0,1
485,2013,biaomaxingkong,Steven Ma,User,,China,,4,2,2
486,2015,luofengyeer,,User,,,,5,0,3
487,2016,vikingden8,Viking Den,User,China VK Inc.,ShenZhen,,40,5,176
488,2016,StormZang,StormZang,User,云天,济南,,3,3,24
489,2013,ywanb3,,User,,,,5,5,23
490,2017,StephenHolmesGo,,User,,,,3,1,9
491,2015,wanshicheng,万仕诚,User,,Shenzhen,,27,9,89
492,2017,sunwantong,wantong.sun,User,,ChongQing.China,,8,31,27
493,2013,wadekun,Jack Liang,User,,,,76,14,55
494,2016,vkkevin,Kevin Wong,User,,,,15,1,44
495,2015,Windsander,Willow Li,User,,"China, BeiJing",,10,16,15
496,2017,beehash,,User,,,,5,1,5
497,2017,Weltloose,,User,,,,5,1,4
498,2014,langmanxch,,User,,,,31,6,48
499,2017,185086074,,User,,,,0,0,1
500,2011,liubin1777,Robin,User,@alibaba,HangZhou,,286,33,273
501,2015,sonicsunsky,,User,,,,34,2,155
502,2013,lihonghong,L,User,mi.com,beijing,,6,7,34
503,2016,Betweenwords,,User,,,,2,0,1
504,2016,Leon0312,leon.z,User,,,,29,3,8
505,2012,qinglong61,duan yu,User,GrowingIO,china,,50,11,60
506,2014,staugur,Mr.tao,User,SaintIC,Beijing China,,12,160,249
507,2014,WongCM,,User,,,,16,1,2
508,2016,Harwy,,User,,,,7,3,3
509,2018,lwy7e,,User,,,,5,0,3
510,2015,freezehe,JiebingHe,User,,Shanghai .China,,105,7,14
511,2016,shuanglangdeliubei,shuanglangdeliubei,User,,NanJin,,25,0,13
512,2015,Qiu-Kejian,,User,,,,3,0,2
513,2015,huangym2015,,User,,,,14,0,4
514,2012,chenqiyi,chenqiyi,User,eWorld,,,23,27,116
515,2016,coder-monkeys,Wenlong Zhang,User,,北京,,34,0,12
516,2017,ByronGe,,User,,,,15,0,20
517,2015,xbt18795959581,,User,,,,4,7,8
518,2014,HotWordland,WL,User,chasefun,China,,64,47,228
519,2015,mountainswen,wengs,User,,,,49,17,138
520,2014,arbegla,,User,,,,5,2,17
521,2016,walterzhaoJR,walterzhao,User,,shenzhen,,114,15,40
522,2013,yoda23,,User,,,,7,0,1
523,2012,AtWinner,胡胡,User,inspur,"JiNan, China",,37,2,27
524,2017,bulande,,User,,,,1,0,1
525,2015,Tailen,,User,,,,9,1,3
526,2013,qinjuan,,User,,,,19,0,12
527,2017,jiangshanlong,,User,,,,76,0,2
528,2017,SachieWang,,User,,,,10,2,17
529,2017,zhangyujia0223,hands-on,User,,,,2,0,10
530,2015,L3T,zyy,User,,,,6,9,25
531,2018,liyuanpei0718,,User,,,,0,0,1
532,2016,sparkhuu,sparkhuu,User,,,,154,10,139
533,2017,Zhangjiayu3721,ZhangJiayu,User,,,,9,3,1
534,2015,jiaxinxuan,贾新轩,User,,,,7,18,44
535,2016,DemmiCho,DemmiCho,User,https://ninacho.github.io/,shenzhen,,22,4,34
536,2014,jieniyimiao,jieniyimiao,User,tencent,"Xi'an,China",,13,6,9
537,2015,LiangMaYong,Liang Ma Yong,User,,HangZhou China,,46,12,16
538,2017,YaliDuan,夏目,User,,,,2,0,1
539,2016,XueChenChen,chenxuechen,User,,,,69,2,40
540,2017,dongrixinyu,冬日新雨,User,,"Sichuan, Chengdu, China",,1,4,10
541,2017,jigangzhang,,User,,,,22,0,8
542,2016,dikang123,dikang123,User,"Closeli,ArcSoft",HangZhou,,680,14,392
543,2016,Yuamo,Yumao,User,,"Xi'an, China",,79,5,34
544,2013,0chunhui,,User,,,,17,3,16
545,2017,zczhao2018,,User,,,,9,0,7
546,2014,chen615,,User,,,,11,3,14
547,2017,sctop,Mr. Zhang(Zhang qirun),User,,,,26,5,13
548,2015,lcb1208,Biao Liu,User,None,CHINA,,4,0,3
549,2017,15713772418,活到老学到老,User,,,,4,0,2
550,2013,haxiaowei334,haxiaowei,User,,,,12,11,62
551,2018,renewan,,User,,,,0,0,1
552,2015,mnshun,Mai,User,china,beijing,,2,1,10
553,2015,Sonyong,,User,,,,4,0,1
554,2017,mengyagit,王梦亚,User,,Shenzhen,,10,0,5
555,2016,PikuYoake,,User,SJU/W&P,,,41,29,136
556,2017,TABOO55,,User,,,,6,1,16
557,2018,yinmaoning55,碎碎念,User,,,,9,2,5
558,2016,hu-qi,huqi,User,Hikikomori,Guangzhou CHN,,59,27,145
559,2017,zx2693675,周祥,User,,,,4,1,4
560,2017,zerostwo,duansq,User,Zzmath,"Yaan, Sichuan, China",,8,2,11
561,2017,XUMUYU,Joe_Xu,User,,,,17,0,5
562,2016,muzi-8,muzi-8,User,http://www.ie.ac.cn/,Beijing,,92,37,539
563,2017,cyclezhou,,User,,,,13,0,2
564,2017,llllaw,,User,,,,7,0,1
565,2017,lvxiaodongweb,Lv Xiaodong,User,,,,5,4,50
566,2016,tianchenxingzi,,User,,,,9,1,8
567,2016,Yinqien,,User,,,,0,0,1
568,2017,idongchen,,User,,,,9,5,12
569,2018,toni-k,Toni K,User,Freelance,"Nairobi, Kenya",,1,1,12
570,2018,ChineseSuperman,Get Good Go,User,,,,3,0,2
571,2015,Iamasoldier6,ZeBron Swyane,User,@Meituan-Dianping ,"Shanghai, China",,14,92,1188
572,2013,frankiezz09,Franklin Mark Aguba,User,Stratpoint,Philippines,,10,2,15
573,2017,Arthurworker,,User,,,,5,0,26
574,2017,LIShuHang1,李舒航-2015,User,河北师范大学,河北师范大学,,10,4,6
575,2015,shizhenhua01,,User,,,,10,1,2
576,2010,lotosbin,lotosbin,User,@fingersoft-inc ,江苏东海,,281,22,59
577,2018,zcc24,,User,,,,14,0,2
578,2017,hjqnorthsailor,,User,,,,20,0,2
579,2017,BeanWei,,User,nil,Chongqing,,109,19,104
580,2013,lmhfq,lmh,User,,,,16,3,22
581,2013,iqkl,,User,,,,32,1,4
582,2018,Josephdunkey,,User,,,,1,0,2
583,2014,carlzhao,Carl,User,Tencent,Shenzhen,,47,11,197
584,2015,lishucai,,User,,,,78,3,59
585,2017,JGPY,Jason.Lou,User,,Hangzhou-China,,20,6,24
586,2015,sjxt,时间小偷,User,kupurui,,,5,33,134
587,2018,1websterjunior,,User,,,,1,0,12
588,2014,CODINGLFQ,Frank.X,User,,"Ningbo, China",,72,6,46
589,2016,jingchangyong,,User,,,,47,4,37
590,2012,AndyZhuang,AndyZ,User,Starship,,,279,78,294
591,2016,zhouSUway,周苏辉,User,美硕投资银行,上海,,19,3,22
592,2015,Donugh,Donugh,User,,china,,24,0,6
593,2014,tasktinkle,lisheng,User,Baidu,"Beijing, China",,1,25,118
594,2016,sunqicn,SunQI,User,,"xi'an,china",,5,1,11
595,2016,Xoin-Yang,Yangss,User,,Shanghai.China,,17,3,10
596,2016,foreverlms,bobliao,User,Shanghai University,"Shanghai, China",,26,6,49
597,2017,cuteqin,cuteqin,User,,,,9,0,5
598,2018,alexjianglj,,User,,,,16,0,2
599,2016,sjwang6,sjwang6,User,,HeFei in China,,1,0,2
600,2013,Mini256,Mini256,User,,China,,6,1,32
601,2017,youyuanjingmeng,,User,,"China,XiAn",,18,1,18
602,2016,rhyspang,Rhys Pang,User,,Beijing,,30,17,19
603,2015,DoubleKing,doubleking,User,Utry,Beijing,,4,4,6
604,2017,wqc1235,Wang,User,,,,4,0,1
605,2013,hackerchai,柴轶晟,User,Cotr Community,Shenyang Liaoning China,,33,27,27
606,2017,AlexShenzy,Alex Shen,User,,,,2,0,2
607,2018,tai-jexia,,User,,,,0,0,13
608,2017,52unique,,User,,,,1,0,1
609,2015,penguin-wwy,penguin-wwy,User,,深圳,,30,41,130
610,2017,Hyzxshyx,Han,User,,,,12,1,6
611,2016,fangxiaogang,fangxiaogang,User,,shenzhen,,29,12,10
612,2017,Zachary-ding,Zachary-ding,User,,,,4,0,4
613,2014,PackyXu,PackyXu,User,free,free,,36,11,39
614,2013,jiangbing9293,jiangbing,User,FREELANCER,guangzhou,,162,4,49
615,2016,Kevintso,,User,,,,6,0,2
616,2017,realMiga,,User,,,,21,0,31
617,2017,zgfcode,ATEN,User,,China,,9,5,20
618,2016,zzllhc,,User,,,,7,1,79
619,2014,liqing201104,,User,,,,42,5,29
620,2017,abaoMAO,,User,,,,41,0,1
621,2012,HiWill,,User,,,,84,19,395
622,2015,datalee,,User,,,,37,8,157
623,2016,RobinHC,,User,,,,98,2,4
624,2017,kingshiplet,,User,,,,0,0,6
625,2016,youaremybean,liwenbin,User,,china,,11,0,5
626,2017,winberl,,User,,,,5,0,2
627,2013,guzhaohui,顾朝辉,User,,,,0,6,10
628,2014,YangShaoXiong,杨少雄,User,,HeBei China,,7,60,299
629,2016,liyuenan93,Maxwell Li,User,@Nokia,HangZhou,,4,3,8
630,2014,David2685,,User,,,,11,0,12
631,2015,Pa55w0rd,Pa55w0rd,User,,,,63,40,114
632,2017,TalissonQueiroz,,User,,,,2,0,9
633,2018,realcici999,,User,,,,1,0,5
634,2015,machengjun,,User,,,,7,2,16
635,2016,mist-lin,Glin,User,,河南,,18,1,8
636,2013,wning8258,,User,,,,38,3,30
637,2016,BIGBird1994,xiaotao,User,,beijin,,19,8,118
638,2015,JiaHaoGong,,User,,,,49,2,7
639,2015,xsy2015,,User,,,,6,1,27
640,2015,bosslizhiyong,小城屠夫,User,,,,9,0,4
641,2014,cyl1231,zhongming,User,,beijing,,32,0,2
642,2017,weijieren,,User,,,,2,0,2
643,2014,sxyseo,,User,,ShenZhen,,513,36,607
644,2017,OnlyCastiel,,User,,,,6,0,2
645,2016,lihthub,Li Haitao,User,,"Nanjing, China",,5,3,24
646,2017,ZooEver,,User,,,,4,0,5
647,2017,LinnilNi,Linnil Ni,User,,,,9,2,27
648,2013,happybin92,,User,,,,13,0,4
649,2013,bberrydry,bb.dry,User,,,,3,2,9
650,2018,Yan1015,Zijian Yan,User,,,,7,0,1
651,2017,ThinkNothing,ThinkNothing,User,cqupt,,,2,0,2
652,2016,xuehongnizhao,,User,,,,27,1,24
653,2018,haige268,,User,,,,0,0,5
654,2017,Clivn,dodilee,User,,,,7,4,19
655,2014,zyMao,,User,,,,13,0,2
656,2017,BigTreei,BigTreei,User,,Shenzhen,,21,2,10
657,2015,wwwyccc,,User,,,,0,0,58
658,2014,JiangangYang,Jiangang Yang,User,welines,Beijing,,8,9,168
659,2013,h3ar7dump,h3ar7dump,User,,"Chengdu,China",,2,10,36
660,2017,juhao666,Erik,User,,,,7,0,10
661,2016,Hibop,Hibop Yuan,User,,"Shenzhen, China",,89,5,48
662,2014,lxiaoxiang,luoxiaoxiang,User,,,,3,4,32
663,2016,Unknown2016,无名,User,,,,3,4,55
664,2016,xiphodon,Guo Chang,User,,,,134,12,18
665,2016,hlfff,韩龙飞,User,,Beijing，china,,2,5,8
666,2018,o0O0oLGL,,User,,,,0,0,1
667,2015,MachelleZhang,,User,,ChengDu. China,,10,2,9
668,2012,upcomingxx,tianjiayuan,User,,Beijing,,56,0,8
669,2014,mizhon,little.arbor,User,nil,China,,5,10,76
670,2015,iloyu,,User,,,,28,0,9
671,2017,WangCanglong,,User,,,,2,0,9
672,2016,Garfiebobo,,User,,chengdu,,12,1,18
673,2018,VictorZG33,Wentao Zhang,User,,"New York, NY",,0,6,12
674,2015,LoveCoati,,User,,,,119,2,28
675,2016,xinmingZhou,周信明,User,,shenzhen,,15,8,31
676,2013,dreamthrough,,User,,beijing,,34,1,4
677,2016,zrh66,Hakunamatata、,User,,,,3,0,2
678,2013,kedarui,,User,,,,43,1,4
679,2015,DingjZhang,,User,,Beijing China,,11,4,30
680,2017,Restill,,User,,,,73,0,16
681,2016,softanemone,,User,,,,1,0,2
682,2017,cdxdpeng,,User,,,,12,0,5
683,2016,xiangsxuan,xiangsxuan,User,,,,78,8,68
684,2017,Lenhartluo,Hao Luo,User,,,,1,1,22
685,2015,XTCui,,User,,,,5,0,4
686,2017,zsbyEric,,User,,,,2,1,1
687,2016,zhongjidalao,薛定谔的猫,User,,,,27,5,41
688,2015,zhaoyk1986,,User,,,,1,0,83
689,2014,coooliang,Lion,User,newland,fuzhou fujian china,,50,3,62
690,2015,viking714,viking zhang,User,ZTE,Shenyang China,,50,3,18
691,2017,annanbest,annan,User,,,,2,0,2
692,2017,QichangZhang,,User,,,,4,2,39
693,2015,tktujy,,User,,,,0,0,12
694,2013,Wykay-z,Wykay,User,Communication University of China,,,33,7,93
695,2015,sixbo,狼的传说,User,,,,3,1,4
696,2017,GoldenMountainKing,Shady,User,,,,2,0,6
697,2016,shendewei,wenruo,User,,,,201,6,55
698,2012,licangqiong,Caoyuan Li,User,,,,29,13,294
699,2016,KeKangShui,,User,,,,20,0,8
700,2015,wuwei88,wuwei,User,,,,2,2,8
701,2015,a1oyss,a1oyss,User,,,,7,0,3
702,2016,ZouHongxue,邹洪学,User,,烟台大学,,28,3,6
703,2014,tw0629,飘逸小天 ,User,Tian Di Hui | 天地会,Beijing,,103,3,93
704,2017,koudaiDemon,koudaiDemon,User,湖北大学,武汉,,15,1,10
705,2015,wanjinchang,wyz,User,,"Shenzhen,CHINA",,1781,19,30
706,2015,Hao-D,,User,,,,5,0,3
707,2014,Tandysony,Suo Tan,User,@Playtika,,,49,8,68
708,2017,glutouny,,User,,,,2,0,6
709,2017,Chakid,Chakid,User,HuBei,China,,40,7,42
710,2015,cristinast,GeGe Wang,User,,,,13,8,7
711,2014,wanglelecn,Lele Wang,User,,China,,9,3,191
712,2015,zhentoufei,Mr.Finger,User,,hangzhou,,47,12,47
713,2014,tao31,,User,,,,13,0,6
714,2016,dreamfish797,LoneWolf,User,ThunderSoft,Nanjing . China ,,13,10,19
715,2015,zilongchina,,User,,,,2,0,2
716,2016,bryant-shuai,,User,,,,36,1,15
717,2016,DeepBlueStory,Ning Li,User,,,,9,0,1
718,2018,thinkpad999000,,User,,,,1,0,6
719,2018,hanc44,,User,,,,1,0,1
720,2017,he1l0world,Suyang Chen,User,,The U.S.,,19,21,42
721,2011,AnthonyDou,Shaojun Dou,User,,"Beijing, China",,44,7,76
722,2014,afeiluo,,User,,,,27,2,4
723,2017,TerryGu0908,Terry,User,,"Anhui, China",,37,6,4
724,2015,xiao233ming,,User,GDUT,guangzhou China,,42,4,79
725,2013,iconsider,Jesse.Liu,User,IC.tech,China,,22,4,22
726,2016,U2tzJTNE,JK,User,,,,24,3,7
727,2015,franlock,,User,,,,0,0,1
728,2017,Nick-Zzz,,User,,,,6,0,2
729,2015,zhuangrunbo,bazi,User,,,,5,0,8
730,2018,Paulguitar,章鱼哥,User,,shanghai,,0,0,1
731,2017,DukeSaika,Duke,User,,,,0,0,1
732,2016,frozentearz,frazier,User,HuNan software college,"Xiangtan/Guangzhou, China",,12,7,27
733,2013,Franktian,Yawen Tian,User,University of Toronto,Toronto,,34,14,28
734,2017,t1nana,,User,,,,3,0,1
735,2015,763077374,forseek,User,,深圳,,17,7,229
736,2016,195440,洛城风起,User,,,,62,1,11
737,2017,Mingmingge,Mingmingge,User,,杭州-HDU,,7,3,23
738,2009,mornlee,mornlee,User,Mornlee,,,33,12,160
739,2017,moonproto,,User,,,,1,0,8
740,2013,di3goleite,Diego Leite,User,@matrix-io ,Brazil,,76,250,1476
741,2017,Adwardsnow,MrWang,User,,南京,,6,0,4
742,2014,herryzhang,,User,,,,17,4,34
743,2017,LYU1860,,User,,,,0,0,1
744,2015,tuot,Toto,User,,China,,2,3,18
745,2016,intentto,fengzhihui,User,,,,2,3,18
746,2016,Max-Lee1993,Max Lee,User,Xi`an University of Posts & Telecommunications,"xi'an,shaanxi,China",,12,10,23
747,2016,wenyidao,,User,,,,10,0,11
748,2016,hopeful-hgf,黄高锋,User,,,,15,2,35
749,2017,MarkMyk,,User,,,,1,0,1
750,2012,Inzaghi2012,,User,,,,290,13,189
751,2014,AndyJMR,,User,,,,12,1,10
752,2015,MrLeion,汤增雷,User,,"Hangzhou, Zhejiang,China",,67,68,138
753,2017,pengpengyoung,,User,,,,1,0,11
754,2016,doublezjia,zealous,User,,,,16,2,17
755,2017,rrzeng,,User,,,,0,0,5
756,2016,SuperCcKai,PangKai,User,NEU,"ShenYang,LiaoNing",,38,12,50
757,2016,seasonluowx,,User,,,,5,2,4
758,2015,tangwenixng,slim-teaegg,User,,,,20,3,34
759,2016,BuffaloKuang,,User,,,,2,0,13
760,2016,594884756,ZhouZZ,User,SCU,chengdu，China,,2,1,6
761,2016,wuyangLife,,User,,,,6,0,1
762,2013,lean426,lean426,User,,china,,6,0,1
763,2016,xinlc,Leo Xin,User,BBKJ,"Dalian,China",,47,9,118
764,2015,happynessTony,Tony,User,,,,1,0,3
765,2016,hubeiwei,胡倍玮,User,,,,11,20,21
766,2013,swjmy,jmy,User,,,,16,2,19
767,2015,controlFate,LingYunZz,User,,,,138,2,20
768,2017,EdisonYJC1994,Endison_YJC,User,CHANGSHU MUTUAL-TEK CO.LTD,"Suzhou,China",,2,0,2
769,2014,songguohfut,songguo,User,,,,32,6,89
770,2017,thomasguo2011,,User,,,,7,0,5
771,2016,Ronshaoshu,,User,,"长沙,中国",,3,4,7
772,2016,qianxingW,,User,,beijing,,12,2,16
773,2015,QianChia,仟,User,QianQian-Studio,Beijing,,142,21,56
774,2011,zsmountain,,User,,,,6,3,4
775,2015,peijieking,,User,,,,2,0,10
776,2018,Man-Darava,,User,,,,1,0,1
777,2014,zhengpingwu,Grass,User,,,,2,1,4
778,2013,xuqisheng,andy,User,,Hang Zhou,,155,20,314
779,2016,ZeroJsus,ZeroJsus,User,,四川省成都市,,19,7,40
780,2017,Ajianlin,,User,,,,0,0,1
781,2014,XGHeaven,Bradley Xu,User,https://www.bytedance.com/,Hangzhou Zhejiang China,,95,58,187
782,2012,andyqee,Yee,User,,Shanghai,,94,35,141
783,2018,ForBalance,超人气陈小栋,User,,,,1,0,1
784,2015,he19920226he,员帅,User,,,,5,5,26
785,2016,incliff,wang yanbin,User,,,,15,3,21
786,2018,chenyang777,,User,,,,0,0,1
787,2017,Psyki,,User,,,,2,2,10
788,2015,dashanshan,xueshan,User,,北京市朝阳区,,3,0,6
789,2016,how0723,Burke,User,Coherent AI,Wuhan Hubei,,70,2,14
790,2015,Khan03,Inayathullah Khan,User,,Hyderabad,,0,0,2
791,2017,AIAmber,,User,,,,26,2,25
792,2016,gmg0829,gmg,User,一览群智,beijing,,52,12,304
793,2016,DayChan,DAYC,User,,,,15,11,19
794,2013,shanezhiu,shane,User,"@Jsanity, Inc","Beijing,China",,2,32,299
795,2014,mega16,mega16,User,,"Chengdu City, Sichuan province China",,38,0,2
796,2016,zj2626,zj2626,User,,,,27,0,3
797,2017,erialin,,User,,,,2,1,6
798,2017,maeengreso,,User,,,,1,2,11
799,2013,sdfvbn123,,User,,,,6,0,78
800,2016,haikelei,,User,,,,24,2,7
801,2017,godsmelling,周大侠,User,,,,4,1,10
802,2015,sunchuan8280,,User,,,,4,3,10
803,2017,Beprominent,ceasor,User,NEU,"shenyang,China",,28,7,80
804,2014,iJasonY,JasonY,User,SOHO,China,,210,12,100
805,2017,fabe2ry,fabe2ry,User,,https://www.cnblogs.com/faberry/,,4,13,37
806,2015,feiwodev,feiwo,User,湖南动脑信息科技有限公司,changsha,,20,29,63
807,2017,zision,周子健,User,,"北京Beijing, China",,10,6,5
808,2015,diliburong,Yifan Xiang,User,,shanghai,,26,6,35
809,2017,aszt,童重远,User,,,,25,1,14
810,2016,yelvlab,,User,"@Sinovoip Co.,Limted",Guangdong Dongguan,,24,16,22
811,2016,cccyf,,User,,Nanjing,,12,18,33
812,2015,SeauWong,CUWong,User,HangZhou DianZi University ,"Hangzhou, Zhejiang Province",,22,1,16
813,2016,StrongerQ,,User,,,,5,0,1
814,2015,jackhman,,User,,,,131,10,84
815,2015,gavin2010,左岸,User,,chengdu · China,,19,5,10
816,2013,tibic,LiuHe,User,,,,56,3,51
817,2018,ghostridersuperm,,User,,,,0,2,6
818,2016,xygkevin,xygkevin,User,,"Beijing, China",,433,9,574
819,2015,CodeNewman,姜忠良,User,CodeNewman,Beijing,,23,7,43
820,2017,superlagrange,lizhengen,User,,,,4,0,1
821,2017,haiyangmin,Wangjun Yang,User,,Tallinn ,,38,12,289
822,2017,liufaaan,,User,,,,14,0,1
823,2012,gera2ld,Gerald,User,,"Hangzhou, China",,70,143,35
824,2016,f1tz,Agent Fitz ;-),User,,"Shanghai , China",,33,6,4
825,2017,friend-ma,friend-ma,User,,Guangzhou,,16,2,29
826,2017,Leesoar,Leesoar,User,,,,15,1,8
827,2016,BenjaminCHEN2016,Benjamin CHEN,User,,"Shanghai, China",,10,32,88
828,2017,Davelyb,Dave Liu,User,,Shanghai,,9,0,3
829,2014,mitoop,Mitoop,User,mitoop,Mitoop,,30,33,66
830,2017,Sakura1124,,User,,,,3,4,41
831,2012,rainbowjlinux,rainbow,User,,,,17,2,5
832,2016,KlausHao,,User,,,,2,0,20
833,2017,acrofrank,Frank,User,,,,58,37,236
834,2017,Mrhellow,,User,,,,0,0,6
835,2018,TonyLeeIronMan,,User,,,,3,1,2
836,2017,loyalyonggang,Yonggang Chi,User,GDG suzhou,JiangSu.China,,91,3,39
837,2016,AmazingBaihua,,User,,,,1,0,2
838,2017,Amblizer,amblizer,User,,Mainframe,,87,6,106
839,2015,linyuanli,Maxwell1873,User,,,,3,0,7
840,2017,ericsy86,,User,,,,4,0,4
841,2017,chengyongbo,,User,,,,2,0,6
842,2016,Raivien,RayCheung,User,,,,106,2,21
843,2015,gentlyj,ifading,User,,,,10,3,21
844,2016,472763693,Edifier,User,,,,64,25,218
845,2016,xueyinjun,,User,,,,41,1,3
846,2016,toddahoffman,Todd Hoffman,User,,US,,10,1,11
847,2015,lunima618,,User,,,,10,2,17
848,2017,Jeblqr,,User,,,,7,2,18
849,2016,scenerysong,,User,,,,12,4,10
850,2017,typhooon,,User,,,,0,0,2
851,2017,hanseyuan,,User,,,,16,3,10
852,2016,bingfengwangzuo,PG,User,,,,2,3,21
853,2016,BarryCode,,User,,,,198,1,10
854,2012,Winsonguo,Winsonguo,User,,Beijing,,49,9,173
855,2018,wshsss,,User,,,,0,1,1
856,2014,liyoushihaer,,User,,,,19,0,2
857,2015,Hibiscus94,,User,,,,40,0,7
858,2017,BangShinChul,Bang shin chul,User,08liter,,,73,3,15
859,2016,jiangsir404,Rivir,User,,,,15,119,112
860,2018,YZKSXD,顾遇安,User,,郑州,,2,1,1
861,2016,907597029,lixilin,User,,,,5,0,4
862,2016,www4why,me,User,github,China,,7,6,187
863,2017,Chen-YQ,,User,,,,10,0,9
864,2015,yugaoqing,余告青,User,,,,59,3,7
865,2016,garyjia,,User,,,,0,0,1
866,2015,fromUse,conykais,User,,,,74,0,4
867,2017,MerleLiuKun,ikroskun,User,,China,,40,10,26
868,2017,May-226,,User,,,,2,1,2
869,2017,whoamirot,IFQU,User,,,,1,0,8
870,2017,HugeCrack,,User,,,,2,1,1
871,2014,calabashdoll,leo,User,CM,"Peking,China",,4,17,230
872,2015,wheatMr,,User,,,,79,0,17
873,2012,lingkeyang,Kris Zhang,User,,,,473,8,55
874,2017,liunx-jun,,User,,,,2,0,1
875,2017,choloe,,User,,,,4,0,2
876,2015,hncsjj,,User,,ChangSha,,28,1,11
877,2018,zheng35,,User,,,,0,0,1
878,2017,diwugebingren,,User,,,,2,0,2
879,2016,haoxinlv,,User,,,,20,1,2
880,2017,Lei17,,User,,,,1,0,3
881,2017,JokerWhy233,,User,,,,84,2,35
882,2016,TaylorBoy,Taylor Boy,User,,,,9,2,10
883,2018,Power-King,,User,,,,2,0,1
884,2018,YoungWenMing,,User,,,,15,0,3
885,2015,sanshengshi,,User,,,,42,4,116
886,2013,Aarthas,shenyiice,User,sanjiang ,ningbo china,,27,6,21
887,2013,hangj,hangj,User,,,,7,4,12
888,2016,kinfeitwong,,User,,,,12,6,5
889,2015,MarkWuCL,,User,,,,6,1,24
890,2014,pengs,开心就好,User,,,,12,1,18
891,2017,kappa0517,Yan,User,,China,,1,2,3
892,2014,chenzhy,Bozhang Chen,User,,,,8,1,4
893,2017,whongchen,Anwen,User,,西安,,24,2,17
894,2016,cosweebt,,User,,,,3,1,4
895,2014,DevilFeel,,User,,,,19,0,3
896,2011,donaldcao,,User,,,,52,9,76
897,2016,YSBF,,User,,,,92,1,10
898,2017,yoyowhite,yoyo_white,User,,Beijing,,1,0,19
899,2014,realzhangm,Colin Zhang,User,,Beijing,,38,13,113
900,2016,RuanYue,,User,,,,1,0,3
901,2017,KevinZhanyang,,User,,,,25,0,2
902,2017,Ilathon,Ilathon,User,,,,2,0,3
903,2013,gouchy,,User,,,,3,1,3
904,2016,tinyarrow,,User,,,,9,3,17
905,2012,vanshu,Van Shu,User,,NUSA PENIDA,,17,11,87
906,2017,Gaitman,盖特曼,User,,"Shanghai, China",,14,0,3
907,2017,manishkmrs,,User,,,,3,1,11
908,2018,dongaccount,,User,,,,1,0,2
909,2013,Rholais,Rholais Lii,User,,,,50,45,237
910,2017,hsy124,,User,,,,3,0,1
911,2008,wowenwen,,User,,,,63,5,57
912,2017,likaiqianqingjiaoxingwo,,User,,,,1,0,1
913,2016,aojueliuyun,Tiko.T,User,,Xi'an,,12,4,18
914,2016,askar882,askar882,User,,,,19,2,17
915,2018,TakaSoap,,User,,,,1,0,2
916,2017,codingLv,,User,,,,87,6,244
917,2016,EmotionalRonanyg,Ronan,User,,,,103,3,29
918,2018,ruckchai717,,User,,,,2,1,14
919,2016,domald,,User,,,,3,3,37
920,2016,SeekerGAO,SeekerGAO,User,,,,8,0,25
921,2017,Sylvia128,Sylvia,User,,,,1,0,1
922,2014,advsets,amaxm,User,,,,12,11,34
923,2018,mishKkhumalo,,User,,,,1,0,8
924,2014,GangZhang,Jason Zhang,User,,Suzhou,,13,1,5
925,2016,flybeta1988,,User,,,,10,1,7
926,2018,superbitch81,,User,,,,1,3,16
927,2013,xuefu,xuefu,User,,changsha,,25,14,99
928,2014,xyching,,User,,,,9,0,1
929,2018,zjr6010528,,User,,,,0,0,1
